text,actors,directors,label
although set in high school most of the principal cast were way past their teenage years in this 1978 musical,[],[],0
a japanese film by hayao miyazaki about a girl transported to a strange world,[],['hayao miyazaki'],1
in what movie did clark and the family take a trek across america to go to wally world,[],[],1
the dog although described in the dialogue as a mongrel is portrayed by a yellow labrador retriever in this 1957 disney classic,[],[],1
tim burton remade this campy sci fi thriller depicting a world where the humans are inferior and the monkeys rule,[],['tim burton'],0
a western movie originally starring john wayne it was remade with josh brolin playing wayne s role,"['john wayne', 'josh brolin']",[],0
this 2011 mindbending film is based from a hunter s thompson book that takes place in 1960 s puerto rico with johnny depp playing a bemused journalist named paul kemp,['johnny depp'],[],1
what is the name of the 2009 animated film focusing on a robot child created by a scientist named dr tenma,[],[],0
based on the similar battle royale and lord of the flies this movie deals with children brutally murdering each other,[],[],0
i am thinking of a classic film that stars judy garland and features the 1904 world s fair as the backdrop,['judy garland'],[],1
this arnold schwarzenegger vehicle about suspect memories of mars was recently remade starring collin farrell,"['arnold schwarzenegger', 'collin farrell']",[],0
what 1983 drama filled movie featured shirley maclaine debra winger and jack nicholson and won five academy awards,"['shirley maclaine', 'debra winger', 'jack nicholson']",[],1
what hit movie told the story of a german businessman who sacrificed everything to save jews he employed,[],[],1
what 2006 norwegian horror film concerns a group of friends in their late teens going on a snowboard vacation,[],[],1
what s the movie that is surprisingly based on a non fiction book which gives instruction to soon to be parents,[],[],1
what is the name of the movie where teenagers are randomly selected to take part in a televised fight to the death,[],[],0
what modern horror flick featuring a freakish firefly family was rocker rob zombie s directorial follow up to house of 1000 corpses,[],['rob zombie'],1
what is the 2010 comedy film starring jason bateman and jennifer aniston who play best friends with each other,"['jason bateman', 'jennifer aniston']",[],1
what is the name of the 2006 movie directed by brian robbins that is a remake of a 1959 disney classic,[],['brian robbins'],0
what is that 1941 american drama film starring and directed by orson welles and considered one of the greatest films of all time,[],['orson welles'],1
christian bale plays murderous wall street executive patrick bateman in this adaptation of the brett easton ellis novel,['christian bale'],[],1
what is the drew barrymore movie about a couple who are trying to keep their romance alive although one is in new york and the other is in california,['drew barrymore'],[],1
in what movie did patrick swayze charlie sheen and lea thompson attempt to fight off invading russians,"['patrick swayze', 'charlie sheen', 'lea thompson']",[],1
what s that japanese drama about a guy who finds out he has a terminal lung disease,[],[],0
what children s movie tells the story of a pig befriended and saved by a kindly spider,[],[],1
what is a film directed by james cameron and starring arnold schwarzenegger as a protective robot from the future,['arnold schwarzenegger'],['james cameron'],1
in this movie the main character dorothy is transported to a magical land and must find the wizard to get home,[],[],1
what is the name of the science fiction movie in which klaatu and gort give humanity an ultimatum,[],[],0
what is the 1976 movie in which clint eastwood both starred and directed about a farmer who joins a confederate guerrilla unit and goes on the run from union soldiers,['clint eastwood'],[],1
what is the name of the shrek spin off which also reminds all fans of the great zorro,[],[],1
this movie is a film adaptation of the george abbott broadway musical about a washington senators fan who makes a pact with the devil to help his baseball team win the league pennant,[],[],1
what is the name of this movie about a famous historic figure known for his peaceful teachings,[],[],1
what s the movie based on emily bronte s novel and features a moody central character named heathcliff,[],[],1
what movie features the story of two olympic runners from the 1920 with different religious backgrounds,[],[],1
i am trying to find the name of the sci fi movie directed by stanley kubrick in the 1960 s,[],['stanley kubrick'],0
what is the drama sport movie about a failing baseball manager that in last ditch attempt uses computer generated statistics to put together an unbeatable team,[],[],0
what movie stars a talking pig who is adopted by dogs,[],[],0
what film tells the story of a man who ties thousands of balloons to his home and sets out to fulfill his lifelong dream to see the wilds of south america,[],[],1
what is stanley kubric s 1968 sci fi epic about a trek to space,[],['stanley kubric'],1
what movie features actor nicholas cage as a cursed motorcycle riding marvel comics super hero,['nicholas cage'],[],0
what 1976 clint eastwood movie starring sandra locke revolved around a farmer becoming a confederate guerrilla,"['clint eastwood', 'sandra locke']",[],1
this is a winter holiday movie with a little blond boy with glasses and wants a bebe gun,[],[],0
what is the movie featuring george c scott where he plays ebenezer scrooge and sees 3 ghosts in a dream one night in december,"['george c scott', 'ebenezer scrooge']",[],1
what is a movie in which a human girl and vampire boy have a hybrid baby girl,[],[],0
what is the 1959 billy wilder directed movie that was a remake of the french film fanfare d amour,[],['billy wilder'],0
what is that 2010 american romantic comedy film directed by garry marshall that features an ensemble cast including jessica alba,['jessica alba'],['garry marshall'],1
which movie has four people commit an armed robbery and then turn on each other to try to take all of the money for themselves,[],[],0
what is this movie starring bruce willis where a young boy sees dead people everywhere,['bruce willis'],[],0
what is the movie about an alien who befriends a kid named elliott and has to go back home,[],[],0
what is the comedy romance movie starring adam sandler as a plastic surgeon that must rely on his assistant to help him cover up a lie,['adam sandler'],[],1
i m thinking of a romantic 1987 film about a love story between buttercup and westley,[],[],1
what is that 2011 3 d computer animated family film based on william shakespeare s most famous play and voiced by james mcavoy and emily blunt,"['james mcavoy', 'emily blunt']",[],1
harrison ford is an archeologist and adventurer on a race against the nazis in this 1981 steven spielberg movie,['harrison ford'],['steven spielberg'],1
which film is about a poor boy who gets a job working for his rich uncle and ends up falling in love with two women,[],[],1
this movie made in 1993 is about a mute pianist and her daughter taking place in the mid 19 century,[],[],1
the name of the musical movie about a poor boy who becomes a thief and is saved by what turns out to be his grandfather,[],[],1
i am thinking of a classic film that stars gregory peck in a story about a man who gets entangled in a bitter land feud,['gregory peck'],[],1
what 1998 film starring tom hanks and meg ryan was about a man and a woman that fall in love over the internet,"['tom hanks', 'meg ryan']",[],1
what is the ecological documentary drama that showcases the disappearing marvels of the sub aquatic world,[],[],1
what is this 1982 science fiction film directed by ridley scott,[],['ridley scott'],1
this movie written by funny girl kristen wiig is about a group of strangers who go through a crazy journey to help their friend getting married played by maya rudolph,"['kristen wiig', 'maya rudolph']",[],1
what is the name of the 1939 fantasy film featuring the scarecrow the tin man and the cowardly lion,[],[],1
this is a musical turned movie where it features a creation brought to life,[],[],1
what is this movie based on a classic novel about a newly married women and the ghost of her husband s ex wife,[],[],1
what is the 1996 sports film featuring a sports agent who shouts the memorable line show me the money,[],[],1
what is the movie about that city state on the mediterranean sea near france and italy,[],[],1
what is the 2011 latest instalment in the movie about fast cars directed by justin lin and starring vin diesel,['vin diesel'],['justin lin'],1
name the family film that stars matt damon as a single dad who decides to buy his family a zoo,['matt damon'],[],1
what film tells the story of a small time grifter and nightclub tout takes advantage of some fortuitous circumstances and tries to become a big time player as a wrestling promoter,[],[],0
what is the name of that movie starring kenau reeves where he wore the long coat and slowed down time,['kenau reeves'],[],0
in which movie do blue color creatures live on the moon pandora,[],[],1
in which film do humphrey bogart and katherine hepburn ride down a river together on the boat of the title,"['humphrey bogart', 'katherine hepburn']",[],1
what is that 1993 war film starring liam neeson and directed by steven spielberg set during world war ii,['liam neeson'],['steven spielberg'],1
what scorsesi directed gangster film combined the talents of robert deniro ray liotta joe pesci and paul sorvino,"['robert deniro ray liotta joe pesci', 'paul sorvino']",['scorsesi'],1
what is that movie starring paul rudd as a happy go lucky honest person who interacts with all of his sisters and ca n t seem to catch a break in his life,['paul rudd'],[],0
what s the adam sandler movie where he goes to jail and puts a football team together,['adam sandler'],[],0
what 2011 science fiction horror film concerns a group of scientists who discover an alien in antarctica,[],[],1
what is this quentin tarantino film where uma thurman s character accidentally overdoses on illegal drugs,['uma thurman'],['quentin tarantino'],0
what burt reynolds film features a scene that inspired the phrase squeal like a pig,['burt reynolds'],[],0
what is the movie with bing crosby and danny kaye that takes place at an inn in vermont,"['bing crosby', 'danny kaye']",[],1
what is the old movie starring robin williams about a board game coming to life,['robin williams'],[],0
what s the movie that is a live action retelling of a famous lewis carroll story,[],[],1
this movie features a large shark that goes against a crew that needs a bigger boat,[],[],0
what is the name of the second movie in a popular disney series starring johnny depp,['johnny depp'],[],0
what is the movie where this man takes a pill that increases his intelligence but it wears on his life,[],[],0
what s the name of the movie where robert deniro stars in the tragic story of the boxer jake lamotta,['robert deniro'],[],1
what 1973 film set in the 1930 s starred robert redford and paul newman as professional con men,"['robert redford', 'paul newman']",[],1
what is that 2012 american horror film which uses the real life 1986 chernobyl disaster as a backdrop,[],[],1
what is the movie about a shark that terrorizes amity island during one summer forcing the sheriff who hates water to hire a boat to track and kill it,[],[],0
i m thinking of a movie that is a sequel starring liam neeson rescuing his kidnapped wife and daughter,['liam neeson'],[],0
what is that 2010 american comedy film starring will forte that parodies the famous tv series macgyver,['will forte'],[],1
a brilliant telling of the story of wolfgang amadeus mozart starring f murray abraham tom hulce and elizabeth berridge,"['f murray abraham tom hulce', 'elizabeth berridge']",[],1
what 1981 film directed by steven spielberg was the first installment of the indianna jones series,[],['steven spielberg'],1
what is the movie about a man who gets involved in an underground club played by edward norton and has an alter ego played by brad pitt,"['edward norton', 'brad pitt']",[],1
this movie has noam chomsky in it and it is a graphic documentary on both sides of the abortion debate,['noam chomsky'],[],1
what is the 1999 movie directed by m night shyamalan starring bruce willis as a child psychologist,['bruce willis'],['m night shyamalan'],1
what is the movie about a mermaid with red hair who falls in love with a human,[],[],1
the autobots learn of a cybertronian spacecraft and race against the decepticons to reach it and to learn its secrets in this 2011 sequel,[],[],1
woody and buzz head off to a new home at the daycare center in this cgi sequel,[],[],1
this is a movie about a family who lives in st louis on the brink of the 1904 worlds fair,[],[],1
what s the dramatic comedy about a guy who provides a safe place for his co workers and boss to have affairs,[],[],1
this action thriller from 2010 features george clooney as a contract killer and was directed by anton corbijn,['george clooney'],['anton corbijn'],1
what is the movie from 1931 about police being unable to catch a child murder so other criminals join in on the hunt,[],[],0
what s the early dustin hoffman film about a young man who dates the daughter and has an affair with the mother,['dustin hoffman'],[],1
what 2010 movie starred jackie chan as a former cia spy tasked with looking after his girlfriend s three children,['jackie chan'],[],1
what is that 1965 american musical film starring julie andrews that is considered a classic and one of the greatest movies ever made,['julie andrews'],[],1
barbara stanwyck played a wicked scheming woman duping an insurance company in cahoots with fred macmurray in this classic 1944 film noir directed by billy wilder,"['barbara stanwyck', 'fred macmurray']",['billy wilder'],1
a man s wife dies and he attaches balloons to his house to get to south america,[],[],0
this scary movie has teenagers that have horrible dreams when they fall asleep and they do not know if they are real,[],[],0
this early tarantino flick featured an array of criminal partners all designated not by name by color,[],['tarantino'],1
what is the 1998 american war film set during the invasion of normandy in world war ii and starring tom hanks and matt damon,"['tom hanks', 'matt damon']",[],1
what is the 1945 movie in which a young woman comes of age in the 1900 s in a brooklyn tenement,[],[],1
in what movie does han solo save luke skywalker s life by stuffing him inside a tom tom in order to keep from freezing,[],[],0
what is the american character that astro boy has his hair modeled after in this movie,[],[],0
what is a good older movie which includes martial arts and is played by bruce lee,['bruce lee'],[],1
i m thinking of the first animated movie to be nominated for best picture it was set in france and the main character s name was belle,[],[],1
what is the movie starring arnold schwarzenegger who comes back in time to kill sarah conner played by linda hamilton,"['arnold schwarzenegger', 'linda hamilton']",[],1
what is the movie where a rookie and a veteran hunt a serial killer who uses the seven deadly sins as his modus operandi,[],[],0
what s the movie that features a live performance from the cast of a famous television show,[],[],1
i am thinking of oscar winning film that stars colin firth as king george vi and details the kings ordeal to conquer his incessant stammer,['colin firth'],[],1
a quietly troubled young man returns home for his mother s funeral after being estranged from his family for a decade is the plot of this 2004 comedy starring zach braff and natalie portman,"['zach braff', 'natalie portman']",[],1
what is the name of the recent movie where a super hero is created in 1941 and ends up frozen for over 65 years,[],[],0
modern day manhattan plays host to the sorcerer nicholas cage who is trying to find merlin s descendant and prevent the world from being destroyed by the evil witch played by alice krige,"['nicholas cage', 'alice krige']",[],1
what is this 1946 movie about hit men killing an unresisting victim and investigator reardon uncovers his past involvement with beautiful deadly kitty collins,[],[],0
what is the paul mazursky directed film for which jill clayburgh received a best actress oscar nomination,['jill clayburgh'],['paul mazursky'],1
in which film does a criminal mastermind use a trio of orphan girls as pawns for a grand scheme in which he finds their love is profoundly changing him for the better,[],[],1
what epic war film starring mel gibson tell the story of william wallace and his struggle for freedom,['mel gibson'],[],1
what 2011 animated movie featured a treasure hunt for a sunken ship was directed by steven spielberg,[],['steven spielberg'],1
what 1956 science fiction film concerns aliens in a small california town who inhabit citizens bodies,[],[],1
what 1984 horror movie featured the now famous johnny depp in his very first movie role,['johnny depp'],[],1
movie about college life and fraternity,[],[],1
i am thinking of the george cukor classic remarriage film starring katherine hepburn cary grant and jimmy stewart,['katherine hepburn cary grant and jimmy stewart'],['george cukor'],1
what is the quentin tarantino war film that portrays an alternate history pertaining to the events of world war ii,[],['quentin tarantino'],1
what is the name of the post apocalyptic film starring gary oldman mila kunis and denzel washington,"['gary oldman mila kunis', 'denzel washington']",[],1
what is the action comedy documentary movie that showcases ridiculous stunts and pranks for laughs mostly at the expense of another person s pain,[],[],1
bilbo baggins gandalf the gray and thorin company travel across the land to defeat the dragon smaug in 2012 film by peter jackson,[],['peter jackson'],1
in what movie do a group of friends relive a fateful night to ensure jacob is born,[],[],1
this 2012 science fiction film tells the story of a spaceship crew following a star map discovered among the artifacts of several ancient earth cultures when they stumble upon a distant world and discover a threat that could cause the extinction of the human race,[],[],1
what was that movie starring ryan reynolds as a superhero based on the famous dc comic book series,['ryan reynolds'],[],0
what classic black and white horror movie and cult classic is often considered to be the father of zombie movies,[],[],1
what is the 1941 movie starring gary cooper and walter brennan about a hillbilly sharpshooter who says he s a pacifist but becomes a war hero,"['gary cooper', 'walter brennan']",[],1
what is the movie about jason bateman and jason sudeikis trying to get rid of their employers,"['jason bateman', 'jason sudeikis']",[],0
what s the star studded action film where sly stallone leads a group of tough guys for hire,['sly stallone'],[],1
an alien played effectively by known alien keanu reeves comes to earth to warn of destruction,['keanu reeves'],[],1
this animated film made by pixar concerns an elderly man concerned with the rapid changes to his neighborhood,[],[],1
what is the movie about a son who tries to find his real father and fights in made up space like arenas,[],[],1
this blockbuster by stephen spielberg is about a dinosaur themed adventure park and is based on a book,[],['stephen spielberg'],1
i am thinking of the classic 70 s tearjerker that tells the story of cancer stricken pro football player brian piccolo,[],[],1
robert deniro plays an ex con out for revenge against nick nolte in the remake of the classic 1962 movie,"['robert deniro', 'nick nolte']",[],1
in which film does frankie madison leaves prison expecting a share from his ex partner only to find that prohibition bootlegging did n t prepare him for big business,[],[],0
what is the movie about three guys who hit each other to make people laugh,[],[],1
in this movie ben affleck plays a bank robber who develops feelings for the manager of the bank him and his crew robbed,['ben affleck'],[],1
what is the 1991 science action film starring arnold schwarzenegger about a cyborg sent back to the future to save a little boy who will be a great leader in the future,['arnold schwarzenegger'],[],1
what is a movie that shows the weather with food instead of rain,[],[],1
what s the movie about a real life scandal that involved a game show in the 1950 s,[],[],1
what is the name of the movie starring clint eastwood with the famous line do you feel lucky punk,['clint eastwood'],[],0
what is the 2003 american biographical sports drama film starring tobey maguire as a jockey and chronicles the career of an undersized race horse,['tobey maguire'],[],1
what is the movie that starred toby maquire as the jockey of one of the greatest race horses that ever lived,['toby maquire'],[],1
as atlanta burns from the union onslaught scarlet faces tremendous hardships in this classic civil war love story,[],[],0
what was the name of the second movie in the original series about the jedi,[],[],0
this 1969 holiday classic features jimmy durante as the mail man narrator and paul frees as santa,"['jimmy durante', 'paul frees']",[],1
what movie starring ben stiller where they steal the vintage car made of gold from a highrise apartment,['ben stiller'],[],0
what s one of the movie where harrison ford plays the most exciting archaeologist of all time,['harrison ford'],[],1
what 1966 british war film is about a german fighter pilot on the western front during world war i,[],[],1
i remember an old film starring james stewart it came out in the late thirties and took place in the nation s capital,['james stewart'],[],1
this 2012 science fiction film is the 5 th in a series based on the capcom video games of the same name,[],[],1
what is the american epic western film directed produced by and starring kevin costner,[],['kevin costner'],1
in what movie did dustin hoffman play an unemployed actor that dressed up as a woman in order to get a role on a soap opera,['dustin hoffman'],[],0
in what movie is steve carell the perfect guest for paul rudd s monthly event with his fellow executives,"['steve carell', 'paul rudd']",[],1
what s the neo noir film starring john cusak about people who make a living committing various cons,['john cusak'],[],1
this movie starring mila kunis and ashton kutcher shows the relationship of two friends or are they more,"['mila kunis', 'ashton kutcher']",[],1
what 2002 brazilian movie had a television show spin off called city of men in 2003,[],[],0
what film stars colin firth as a british monarch with a serious inability to speak,['colin firth'],[],0
what is the movie about a man who travels around small people that is based on a story,[],[],1
this movie based on victor hugo s tragic novel stars hugh jackman and ann hathaway,"['hugh jackman', 'ann hathaway']",[],1
which disney animated fairy tell features singing and dancing candlestick and a heroine named belle,[],[],1
name the movie that has tom hanks in it and the bonds of loyalty are tested when a hitman s son witnesses what his father does for a living,['tom hanks'],[],1
this 1977 classic italian horror film by dario argento involves a girl who is attending a dance school,[],['dario argento'],1
in what film does a main character recite the line to thy known self be true,[],[],0
in this 2009 james cameron adventure the movie is 40 percent live action and 60 percent photo realistic cgi,[],['james cameron'],1
burgess meredith stars as war correspondent ernie pyle who joins company c 18 th infantry as this american army unit fights its way across north africa in world war ii,['burgess meredith'],[],1
what s the chaplin comedy where he makes his shoes dance and later eats the shoes,['chaplin'],[],0
jack nicholson stars in the scary movie that takes place in a hotel that is vacated for the winter,['jack nicholson'],[],0
what is the 1968 musical starring fred astaire and petula clark as father and daughter,"['fred astaire', 'petula clark']",[],1
name the science fiction film that arnold schwarzenegger starred in and james cameron directed that became a movie franchise,['arnold schwarzenegger'],['james cameron'],1
this movie was originally a play by shakespeare it s filled with drama and stars laurence fishburne,['laurence fishburne'],[],1
i am thinking of the classic psychological thriller film about a woman who schemes to have her husband killed so she can collect the insurance money,[],[],1
robert de niro starred in what cult film directed by former mony python member terry gilliam,['robert de niro'],['terry gilliam'],1
name the movie starring cuba gooding jr about african american pilots during the wwii era,['cuba gooding jr'],[],1
what is that 2010 movie directed by clint eastwood and starring matt damon as a psychic that can communicate with the dead,['matt damon'],['clint eastwood'],1
a classic in which the main character is a sea animal,[],[],1
what movie directed by jon favreau set in the wild west region starred daniel craig,['daniel craig'],['jon favreau'],1
which film tells the tale of a dark and sorrowful time when a pretty happy child wearing red we see near the end laying limp in a wheelbarrow dead,[],[],0
what film is about a family who heads to an isolated hotel for the winter where an evil and spiritual presence influences the father into violence while his psychic son sees horrific forebodings from the past and of the future,[],[],1
what movie includes a team of 4 differently unique men who drive around in a van and help to fight crime,[],[],1
what is the name of the movie where four unemployed college researchers start a paranormal business,[],[],0
name the horror classic that took place in a motel and had a secretary theif murdered,[],[],0
what is that movie starring arnold schwarzenegger about a team of soldiers dropped off in the jungle and forced to battle a mysterious alien creature,['arnold schwarzenegger'],[],0
what is the 1998 comedy film written and directed by joel and ethan coen starring jeff bridges as a character called the dude,['jeff bridges'],['joel and ethan coen'],1
what female buddy movie features a memorable appearance by a young brad pitt and ends with a car crashing into the grand canyon,['brad pitt'],[],1
what is the name of that humfrey bogart movie that is supposed to be the love story of all time,['humfrey bogart'],[],0
jay and silent bob make an appearance in this cult classic set in a convenience store,[],[],1
what is the animated film about a elderly man and his flying house,[],[],1
the movie about the fox in the dessert,[],[],1
this film director frank capra s most famous is a staple on tv during the winter holidays,[],['frank capra'],1
what is the name of the movie in which the characters give themselves the nicknames of hit girl big daddy and red mist,[],[],0
what s the french masterpiece about soldiers in a prison camp during wwi plotting an escape,[],[],1
name the futuristic series created by george lucas about the forces of good and evil,[],['george lucas'],1
in what 2011 james cameron directed film do a group of humanoids live in harmony with nature and worship a mother goddess call eywa,[],['james cameron'],1
this classic french film about world war i addresses social class as well as war by focussing on the relationship between a german and a frenchman,[],[],1
mel gibson stars in this film based on a real scottish tribesman trying to defend his country from the british,['mel gibson'],[],1
i m thinking of the movie that follows the five men who follow up on the massacre at the 1972 olympics,[],[],1
i m thinking of a movie with a lot of the ol in and out and beethoven music,[],[],1
this spike lee movie takes place in a section of brooklyn everyone s hate and bigotry grows and builds until it explodes into violence,[],['spike lee'],0
this movie that stars adam sandler and chris rock features friends that reunite after the death of a former coach,"['adam sandler', 'chris rock']",[],1
this is a 60 s based musical about an overweight girl who tries out for a television show,[],[],1
i am thinking of the classic love story starring robert redford and barbra streisand that features a famous title song,"['robert redford', 'barbra streisand']",[],1
in what movie do four women find a relationship advice book written by steve harvey,[],[],0
what children s movie is based on a lion cub who runs from home after his father is killed,[],[],1
what is that movie with the old man telling his son very embellished stories of his life called,[],[],1
do you know the name of the comedy film starring an actor named michael that s based off of a video game,['michael'],[],0
what is the name of this disney classic about simba who must face the evil scar in order to claim his right to the throne,[],[],1
what s the comedy with mark wahlberg about his relationship with a stuffed animal that comes to life,['mark wahlberg'],[],1
neil burger directs an amazing tale of a magician who dazzles the hearts and minds of those around him,[],['neil burger'],1
this sci fi movie begins the story of luke skywalker who fights against the evil empire and its leader darth vader,[],[],1
what is the animated movie of a super villain that adopts a trio of girls which a results in a change in his heart,[],[],1
what dark and stylized comic book based film starring bruce willis and mickey rourke was released in 2005,"['bruce willis', 'mickey rourke']",[],1
what is the movie starring macaulay culkin as a young boy his parents forgot about on a family vacation,['macaulay culkin'],[],1
what is the movie starring kevin cosner who hears a voice telling him to build a baseball field in his corn,['kevin cosner'],[],0
a story of a bear who is best friends with a pig an owl and a rabbit,[],[],1
i am thinking of a movie starring george c scott as a famous wwii general,['george c scott'],[],1
name the 2011 body swap comedy starring ryan renolds and jason bateman,"['ryan renolds', 'jason bateman']",[],1
what s the movie where richard kimble searches for the one armed man who murdered his wife,['richard kimble'],[],0
this 2011 movie starred matt damon as a politician battling forces greater than himself in order to romance a ballerina,['matt damon'],[],1
akira kurosawa s classic seven samurai was the basis for what western starring steve mcqueen and yul brynner,"['steve mcqueen', 'yul brynner']",['akira kurosawa'],1
what is the movie in which charlton heston blasts off from earth and lands on an unrecognizable planet where humans are mute and apes rule,['charlton heston'],[],1
what s the name of a spielberg directed film about an amusement park that s a blast from the past,[],['spielberg'],1
what is the 1934 film that won academy awards for best picture best director best actor and best actress,[],[],1
what mel brooks spoof features a story set in ancient rome a song and dance number about the spanish inquisition and hitler on ice,[],['mel brooks'],1
i am thinking of the sequel to a classic francis ford coppola film in which we see the origins of don vito corleone from italy through his rise to power,[],['francis ford coppola'],1
stephen spielberg directed this powerful movie about one man saving jews from the nazis starring ralph fiennes and liam neeson,"['ralph fiennes', 'liam neeson']",['stephen spielberg'],1
a classic film about a couple who act as partners in crime,[],[],1
the kid from third rock from the sun and bruce willis play the same character in this time travel movie,['bruce willis'],[],1
what s the teen comedy that is all shot on cell phones and video cameras and is about boys trying to lose their virginity,[],[],0
in preparation for his role as howard hughes in this 2004 movie leonardo dicaprio spent some time with an actual ocd patient named edward,['leonardo dicaprio'],[],0
this 1970 s horror movie involves a girl possessed by the devil and the priest who seeks to free her,[],[],1
what film starred kristen stewart in a thrilling retelling of a popular children s bedtime story,['kristen stewart'],[],1
in what film does matt damon play an amnesiac assassin based on the first robert ludlum books introducing the iconic character,['matt damon'],[],1
this is an early documentary from the 1920 s following the daily life of an eskimo,[],[],1
what is the 1922 silent documentary about a family s struggles to live in the canadian arctic,[],[],1
in what disney movie are screams used to power a world filled with only nonhumans,[],[],0
the production of this 1940 film starring henry fonda had a fake working title highway 66 so that the shoot of the controversial novel would not be effected by union problems,['henry fonda'],[],0
what is the name of the only movie angelina jolie and johnny depp star in together,"['angelina jolie', 'johnny depp']",[],0
this is a french psychological thriller involving a pair of men transporting nitroglycerin by truck,[],[],1
what movie has a musician with outfit changes such as a smurf or a cupcake,[],[],0
a desert epic set in the middle east many awards,[],[],1
what is that james cameron directed classic movie about a ship that hits an iceberg and sinks,[],['james cameron'],0
in this movie a man named theseus is chosen by zeus to lead the fight against king hyperion,[],[],1
this movie released in 2012 has a plot based on the works of famous poet edgar allen poe,[],[],1
what is that movie where the one guy is a cop but he really is in the mafia and the real cop is undercover in the mafia called,[],[],0
what is the 1989 comedy drama crime film starring tom hanks and beasley the dog,"['tom hanks', 'beasley the dog']",[],1
what is the james cameron directed classic starring leonardo di caprio and kate winslet about a ship that crashes into an iceberg and sinks,"['leonardo di caprio', 'kate winslet']",['james cameron'],0
what 1946 classic stars james stewart as a businessman who learns what life would be like if he never lived,['james stewart'],[],1
what is that four time oscar winning 2007 movie by the coen brothers that takes place in texas with tommy lee jones as a retiring sheriff chasing down a guy who came across a bag with 2 million dollars and the hitman chasing him,['tommy lee jones'],['coen brothers'],1
what is the second movie in this pirate series by disney and starring johnny depp,['johnny depp'],[],1
this 1979 film featuring dennis christopher centers around a teenager obsessed with the italian cycling team,['dennis christopher'],[],1
what is the 2011 movie about the puppets that jim henson with kermit and miss piggy,[],[],0
wes craven s original concept for freddy krueger was considerably more gruesome with teeth showing through the flesh over the jaw pus running from the sores and a part of the skull showing through the head in this 1984 horror classic,[],['wes craven'],0
what science fiction adventure film was directed by steven spielberg the same year he released schindler s list,[],['steven spielberg'],1
these dark skinned felines are making me nevus,[],[],0
i am thinking about a classic italian film about a man who loses his mode of transportation to work and must find it or risk the starvation of his family,[],[],1
what is the movie where three friends try to kill each others terrible employers without getting caught,[],[],0
what movie is about a cannibalistic family that lives deep in the rural areas of texas,[],[],1
what is the 2010 movie starring nicolas cage about a sorcerer and apprentice of merlin,['nicolas cage'],[],1
when a young woman realizes her brother is about to marry the girl who bullied her in high school she sets out to expose the fianc e s true colors is the plot of this 2010 comedy starring kristen bell,['kristen bell'],[],1
which mel brooks comedy parodies star wars and stars john candy and bill pullman as intergalactic heroes,"['john candy', 'bill pullman']",['mel brooks'],1
this martin scorsese directed autobiography of henry hill and his life in the mafia starred ray liotta robert deniro and joe pesci,"['ray liotta robert deniro', 'joe pesci']",['martin scorsese'],1
this 1992 film is the third and final installment in the evil dead trilogy in this movie the main character is trapped in the middle ages where he must battle a host of the undead in order to return to the present what is the name of this film,[],[],1
i am thinking of the classic action film that stars warren beatty and faye dunaway as an infamous american outlaw couple,"['warren beatty', 'faye dunaway']",[],1
what is the movie based on a novel by dickens about the maturing of a boy named pip,[],[],1
what is that musical movie starring cher and christina aguilar as dancers for a chorus club,"['cher', 'christina aguilar']",[],1
which 2010 movie star christina aguilera trying to make it as a singer in dancer in a club owned by cher,"['christina aguilera', 'cher']",[],0
what 1979 movie set during the vietnam war stars marlon brando martin sheen and robert duvall,"['marlon brando martin sheen', 'robert duvall']",[],1
what is the 1950 s era musical movie that took place in and around the mississippi and had a mixed race couple in love,[],[],1
a found footage minor hit this 2012 film deals with three high school friends with telekinesis,[],[],1
what is this 1990 american crime film directed by martin scorsese and it is a film adaptation of the 1986 non fiction book wiseguy by nicholas pileggi,[],['martin scorsese'],1
what is that buddy comedy movie sequel with bradley cooper where one of the guys gets a face tattoo,['bradley cooper'],[],0
what is the sci fi action movie about time traveling back in 1969 to stop an alien from assassinating his friend agent k and changing history,[],[],1
i am thinking of the cohen brothers dark comedy film whose events take place in the largest city in north dakota,[],['cohen'],1
what is the movie starring alan ladd about a gunslinger that tires to settle down but is forced into action by a range war,['alan ladd'],[],0
the role of oda mae brown was not written with whoopi goldberg in mind but patrick swayze an admirer of hers convinced the producers that she would be right for the part in this 1990 movie,"['whoopi goldberg', 'patrick swayze']",[],1
this classic 1990 s comedy is about a group of friends who despise their office jobs and look to escape,[],[],1
what is the movie about an exclusive golf course that features bill murray s battle with a gopher,['bill murray'],[],1
what s that blockbuster about a great white shark that terrorizes a small new england town,[],[],1
this rob reiner film is a hilarious mockumentary of a fictional rock band and their ever dying drummers,[],['rob reiner'],1
what film starring judy garland takes the audience into a mythical land and a trip on a yellow brick road,['judy garland'],[],1
in what movie does johan hill try to get rocker aldous snow to a music venue to play a concert,['johan hill'],[],0
what is the 1959 alfred hitchcock movie that has a business executive running from the government because they believe he is a spy,[],['alfred hitchcock'],0
this is a movie which brought back a trio of famous classic slapstick comedy characters,[],[],1
what is that 1958 american romantic comedy starring marilyn monroe and directed by billy wilder,['marilyn monroe'],['billy wilder'],1
what 2009 james cameron blockbuster involves futuristic humans taking on the attributes of the na vi inhabitants of pandora,[],['james cameron'],1
futuristic science fiction movie from the 1980 s directed by ridley scott and starring harrison ford,['harrison ford'],['ridley scott'],1
